DISTRICT,DIVISION,LOCATION,SUB LOCATION
NYERI NORTH,MATHIRA,RUGURU,IRURI
NYERI NORTH,MATHIRA,RUGURU,KIAMARIGA
NYERI NORTH,MATHIRA,MAGUTU,GIKUMBO
NYERI NORTH,KIENI,KIAMATHAGA,TIGITHI
NYERI NORTH,KIENI,MUGUNDA,NAIRUTIA
NYERI NORTH,KIENI,MWIYOGO,MUTHUINI
NYERI NORTH,MATHIRA,RUGURU,SAGANA
NYERI NORTH,MATHIRA,KONYU,GACHUKU
NYERI NORTH,KIENI,ENDARASHA,MITERO
NYERI NORTH,MATHIRA,NGORANO,HIRIGA
NYERI NORTH,KIENI,MUGUNDA,KAREMENO
NYERI NORTH,KIENI,ENDARASHA,CHARITY
NYERI NORTH,MATHIRA,KIRIMUKUYU,NGAINI
NYERI NORTH,KIENI,ENDARASHA,GAKANGA
NYERI NORTH,KIENI,MWEIGA,NJENGU
NYERI NORTH,MATHIRA,KONYU,MUKORE
NYERI NORTH,KIENI,THIGU,LUISOI
NYERI NORTH,KIENI,NARO MORU,KAMBURA-INI
NYERI NORTH,MATHIRA,IRIA-INI,GATUNDU
NYERI NORTH,MATHIRA,IRIA-INI,KIAGUTHU
NYERI NORTH,KIENI,GATARAKWA,LAMURIA
NYERI NORTH,MATHIRA,KIRIMUKUYU,MBOGOINI
NYERI NORTH,KIENI,KABARU,MUNYU
NYERI NORTH,KIENI,NARO MORU,NARO MORU
NYERI NORTH,MATHIRA,KARATINA,MUTHUA\GIAKAIRU
NYERI NORTH,MATHIRA,NGORANO,KARUTHI
NYERI NORTH,KIENI,KABARU,NDATHI
NYERI NORTH,KIENI,MWIYOGO,MWIYOGO
NYERI NORTH,MATHIRA,MAGUTU,RAGATI
NYERI NORTH,MATHIRA,KONYU,KARINDUNDU
NYERI NORTH,KIENI,KIAMATHAGA,MURICHO
NYERI NORTH,KIENI,KIAMATHAGA,GIKAMBA
NYERI NORTH,KIENI,MUGUNDA,KAMIRURI
NYERI NORTH,KIENI,THIGU,THUNGARI
NYERI NORTH,KIENI,THIGU,MARAGIMA
NYERI NORTH,MATHIRA,KARATINA,CHERU\KIANGARARU
NYERI NORTH,MATHIRA,KARATINA,KIHARO\BIASHARA
NYERI SOUTH,NYERI TOWN,MUKARO,KAMAKWA
NYERI SOUTH,NYERI TOWN,MUKARO,RURINGU
NYERI SOUTH,OTHAYA,IRIA-INI,GITUNDU
NYERI SOUTH,OTHAYA,MAHIGA,KAMOKO
NYERI SOUTH,MUKURWENI,GITHI,KIREREMA
NYERI SOUTH,OTHAYA,KARIMA,KIHUGIRU
NYERI SOUTH,TETU,AGUTHI,GICHIRA
NYERI SOUTH,OTHAYA,MUMWE,KIHOME
NYERI SOUTH,OTHAYA,IRIA-INI,KARUTHI
NYERI SOUTH,TETU,GAAKI,GAAKI
NYERI SOUTH,NYERI TOWN,MUKARO,MAJENGO
NYERI SOUTH,TETU,THEGENGE,KARANGIA
NYERI SOUTH,OTHAYA,KARIMA,GURA
NYERI SOUTH,TETU,KARUNDU,KIHORA
NYERI SOUTH,OTHAYA,KARIMA,WITIMA
NYERI SOUTH,NYERI TOWN,MUKARO,GATITU
NYERI SOUTH,MUKURWENI,GIATHUGU,KARUNDU
NYERI SOUTH,TETU,GAAKI,GATHAITHI
NYERI SOUTH,TETU,THEGENGE,MATHAKWA-INI
NYERI SOUTH,TETU,AGUTHI,ITHEKAHUNO
NYERI SOUTH,NYERI TOWN,MUKARO,MURUGURU
NYERI SOUTH,OTHAYA,KARIMA,THUTI
NYERI SOUTH,TETU,AGUTHI,GITITU
NYERI SOUTH,MUKURWENI,GAKINDU,RUTHANJI
NYERI SOUTH,OTHAYA,IRIA-INI,KIANDEMI
NYERI SOUTH,TETU,KARUNDU,KIGWANDI
NYERI SOUTH,TETU,GAAKI,HUHO-INI
NYERI SOUTH,NYERI TOWN,MUKARO,MATHARI
NYERI SOUTH,MUKURWENI,MUHITO,MUYU
NYERI SOUTH,OTHAYA,CHINGA SOUTH,MUMBUINI
NYERI SOUTH,NYERI TOWN,KIGANJO,GACHIKA
NYERI SOUTH,MUKURWENI,MUHITO,THIHA
NYERI SOUTH,OTHAYA,MUMWE,KAGONYE
NYERI SOUTH,MUKURWENI,GITHI,ITHANJI
NYERI SOUTH,NYERI TOWN,MUKARO,KARIA
NYERI SOUTH,OTHAYA,CHINGA NORTH,GIKIGIE
NYERI SOUTH,OTHAYA,KARIMA,ITEME-INI
NYERI SOUTH,MUKURWENI,THANU,KARABA
NYERI SOUTH,TETU,GAAKI,KIAWAITHANJI
NYERI SOUTH,NYERI TOWN,MUKARO,MUTHUA-INI
NYERI SOUTH,TETU,MUHOYA,IHURURU
NYERI SOUTH,NYERI TOWN,MUKARO,MARUA
NYERI SOUTH,MUKURWENI,GIKONDI,MUTHUTHI-INI
NYERI SOUTH,TETU,TETU,KARAIHU
NYERI SOUTH,NYERI TOWN,MUKARO,CHARONGI
NYERI SOUTH,OTHAYA,IRIA-INI,KIAHAGU
NYERI SOUTH,TETU,KARUNDU,KARIGUINI
NYERI SOUTH,TETU,KARUNDU,KIANJOGU
NYERI SOUTH,MUKURWENI,GIKONDI,THIMU
NYERI SOUTH,MUKURWENI,GAKINDU,MBIU-UNI
NYERI SOUTH,TETU,TETU,GATUMBIRO
NYERI SOUTH,NYERI TOWN,KIGANJO,KIRICHU
NYERI SOUTH,NYERI TOWN,MUKARO,GITHIRU
NYERI SOUTH,OTHAYA,MAHIGA,UGACHIKU
NYERI SOUTH,TETU,TETU,KIRURUMI
NYERI SOUTH,MUKURWENI,RUTUNE,MUTUNDU
NYERI SOUTH,TETU,KARUNDU,KAIGURI
NYERI SOUTH,MUKURWENI,GIATHUGU,IGANA
NYERI SOUTH,OTHAYA,CHINGA SOUTH,KARUTHI
NYERI SOUTH,NYERI TOWN,MUKARO,MUNUNGA-INI
NYERI SOUTH,TETU,THEGENGE,IHITHE
NYERI SOUTH,TETU,MUHOYA,THATHA
NYERI SOUTH,NYERI TOWN,MUKARO,THUNGUMA
NYERI SOUTH,TETU,AGUTHI,THAGEINI
NYERI SOUTH,OTHAYA,IRIA-INI,THUNGURI
NYERI SOUTH,TETU,KARUNDU,UNJIRU
NYERI SOUTH,MUKURWENI,GIKONDI,KARINDI
NYERI SOUTH,NYERI TOWN,MUKARO,KIHUYO
NYERI SOUTH,MUKURWENI,GAKINDU,NJIRUINI
NYERI SOUTH,TETU,THEGENGE,GATHUTHI
NYERI SOUTH,OTHAYA,CHINGA NORTH,KAGONGO
NYERI SOUTH,MUKURWENI,MUHITO,GATURA
NYERI SOUTH,MUKURWENI,RUTUNE,KARIARA
NYERI SOUTH,MUKURWENI,GITHI,KIHARO
NYERI SOUTH,OTHAYA,IRIA-INI,IHURIRIO
NYERI SOUTH,TETU,THEGENGE,NDUGAMANO
NYERI SOUTH,MUKURWENI,THANU,KAHARO
NYERI SOUTH,NYERI TOWN,MUKARO,KINUNGA
NYERI SOUTH,OTHAYA,CHINGA NORTH,MUCHARAGE
NYERI SOUTH,MUKURWENI,GAKINDU,GAKINDU-INI
NYERI SOUTH,MUKURWENI,MUHITO,GATURIA
NYERI SOUTH,OTHAYA,CHINGA SOUTH,GATHERA
NYERI SOUTH,TETU,TETU,ICHAGACHIRU
NYERI SOUTH,TETU,THEGENGE,WANDUMBI
NYERI SOUTH,MUKURWENI,GIKONDI,KIIRUNGI
NYERI SOUTH,OTHAYA,CHINGA SOUTH,KIAGUTHU
NYERI SOUTH,MUKURWENI,GIATHUGU,MIHUTI
NYERI SOUTH,OTHAYA,MAHIGA,MUNYANGE
NYERI SOUTH,OTHAYA,MUMWE,GITUGI
NYERI SOUTH,TETU,KARUNDU,MBAAINI
NYERI SOUTH,MUKURWENI,GITHI,ICHAMARA
NYERI SOUTH,MUKURWENI,MUHITO,MURUNDU-INI
NYERI SOUTH,TETU,AGUTHI,MUNGARIA
NYERI SOUTH,TETU,MUHOYA,KARUNAINI
NYERI SOUTH,NYERI TOWN,KIGANJO,NYARIBO
NYERI SOUTH,TETU,TETU,KIGOGO-INI
NYERI SOUTH,NYERI TOWN,MUKARO,KIHATHA
NYERI SOUTH,TETU,MUHOYA,KANJORA
NYERI SOUTH,NYERI TOWN,MUKARO,RIAMUKURWE
NYERI SOUTH,MUKURWENI,RUTUNE,NGAMWA
NYERI SOUTH,TETU,GAAKI,MUTATHIINI
NYERI SOUTH,OTHAYA,MUMWE,RUKIRIA
NYERI SOUTH,MUKURWENI,GIATHUGU,MWERU
NYERI SOUTH,MUKURWENI,GAKINDU,GAIKUNDO
NYERI SOUTH,TETU,MUHOYA,NGOORU
NYERI SOUTH,OTHAYA,CHINGA NORTH,GICHICHE
NYERI SOUTH,NYERI TOWN,MUKARO,GITATHINI
NYERI SOUTH,TETU,THEGENGE,HUBUINI
NYERI SOUTH,TETU,THEGENGE,KIAMUTIGA
NYERI SOUTH,OTHAYA,MAHIGA,GATURUTURU
NYERI SOUTH,MUKURWENI,THANU,KIBUTIO
NYERI SOUTH,TETU,MUHOYA,KABAGE
NYERI SOUTH,OTHAYA,MAHIGA,GIKOE
NYERI SOUTH,NYERI TOWN,KIGANJO,KIGANJO
NZAUI,KILOME,MUKAA,KILOME
NZAUI,KILOME,NGAAMBA,NGAAMBA
NZAUI,MAKUENI,MULALA,NGETHA
NZAUI,MAKUENI,KIKUMINI,KIKUMINI
NZAUI,MAKUENI,MUTYAMBUA,MUTISWA
NZAUI,KILOME,KASIKEU,KASIKEU
NZAUI,MAKUENI,NZAUI,KAWALA
NZAUI,MAKUENI,NGUU,NTHUNGUI
NZAUI,KILOME,KITAINGO,KITAINGO
NZAUI,MAKUENI,WOLWA,THITHI
NZAUI,MAKUENI,ITHUMBA,MASUMBA
NZAUI,KILOME,MUMELA,MUMELA
NZAUI,KILOME,MUANI,MUANI
NZAUI,KILOME,MUANI,SULTAN HAMUD
NZAUI,MAKUENI,KAKUTHA,MUAMBWANI
NZAUI,KILOME,KIIMA KIU,KIIMA KIU
NZAUI,MAKUENI,KYEMUNDU,KYEMUNDU
NZAUI,KILOME,KITAINGO,KIONGWANI
NZAUI,MAKUENI,MWEINI,YIKIVUMBU
NZAUI,MAKUENI,ITHUMBA,MII
NZAUI,MAKUENI,KYEMUNDU,MWASANGOMBE
NZAUI,MAKUENI,KYEMUNDU,KALIINI
NZAUI,MAKUENI,KILILI,MULENYU
NZAUI,KILOME,MUKAA,MAIANI
NZAUI,MAKUENI,ITHUMBA,MITHUMONI
NZAUI,MAKUENI,KAVUTHU,MASUE
NZAUI,KILOME,MALILI,MAVIVYE
NZAUI,MAKUENI,EMALI,TUTINI
NZAUI,MAKUENI,MULALA,KATUNE
NZAUI,MAKUENI,KALAMBA,KALAMBA
NZAUI,KILOME,KASIKEU,UVALENI
NZAUI,MAKUENI,KAKUTHA,KITHUMANI
NZAUI,KILOME,KASIKEU,WATHINI
NZAUI,KILOME,KIIMA KIU,KAVUKO
NZAUI,MAKUENI,KILILI,KILILI
NZAUI,MAKUENI,MUTYAMBUA,KATANI
NZAUI,MAKUENI,NZAUI,MATILIKU
NZAUI,MAKUENI,KYEMUNDU,YUMBANI
NZAUI,MAKUENI,IKANGAVYA,IKANGAVYA
NZAUI,MAKUENI,MULALA,MATILIKU
NZAUI,MAKUENI,MULALA,ITETA
NZAUI,KILOME,KWALE,KIOU
NZAUI,MAKUENI,MUTYAMBUA,MUTYAMBUA
NZAUI,KILOME,NGAAMBA,ITUMBULE
NZAUI,MAKUENI,MWEINI,MWEINI
NZAUI,MAKUENI,MULALA,MAATHA
NZAUI,MAKUENI,KIKUMINI,NDUNGUNI
NZAUI,MAKUENI,ITHUMBA,KAKILI
NZAUI,MAKUENI,KAKUTHA,MANOONI
NZAUI,MAKUENI,KITHUMBA,NZEENI
NZAUI,MAKUENI,KITISE,KITISE
NZAUI,MAKUENI,KAVUTHU,KAVUTHU
NZAUI,MAKUENI,KITHUMBA,KITHUMBA
NZAUI,MAKUENI,KAVUTHU,VULUENI
NZAUI,MAKUENI,MAVINDINI,MAVINDINI
NZAUI,MAKUENI,WOLWA,MAKASA
NZAUI,KILOME,MUANI,LUMU
NZAUI,MAKUENI,KILILI,KATHATU
NZAUI,MAKUENI,EMALI,KWA KAKULU
NZAUI,MAKUENI,EMALI,EMALI
NZAUI,MAKUENI,MWEINI,VOLOLO
NZAUI,KILOME,MALILI,MALILI
NZAUI,MAKUENI,KYEMUNDU,MBELETU
NZAUI,MAKUENI,NGUU,MUKAME_AMBEU
NZAUI,MAKUENI,MBUVO,KIANGINI
NZAUI,KILOME,KWALE,KWALE
NZAUI,MAKUENI,KILILI,WEE
NZAUI,MAKUENI,WOLWA,WOLWA
NZAUI,MAKUENI,MAVINDINI,KATITHI
NZAUI,MAKUENI,KATHONZWENI,ITUKA
POKOT CENTRAL,POKOT SOUTH,CHEPKOPEGH,PSERUM
POKOT CENTRAL,SIGOR,CHEPTULEL,LEBEI
POKOT CENTRAL,SIGOR,MASOL,TIKIT
POKOT CENTRAL,SIGOR,PARKOU,SARAMACH
POKOT CENTRAL,SIGOR,WEI-WEI,KORELLACH
POKOT CENTRAL,SIGOR,WEI-WEI,SANGAT
POKOT CENTRAL,SIGOR,KOPRO,KOKWOTONDWO
POKOT CENTRAL,POKOT SOUTH,LELAN,KAPSAIT
POKOT CENTRAL,POKOT SOUTH,PARUA,PUSOL
POKOT CENTRAL,POKOT SOUTH,LELAN,KABICHBICH
POKOT CENTRAL,POKOT SOUTH,KIPKOMO,CHEPARERIA
POKOT CENTRAL,POKOT SOUTH,CHEPKOPEGH,SHALPOGH
POKOT CENTRAL,SIGOR,SEKERR,CHEPKONDOL
POKOT CENTRAL,SIGOR,LOMUT,SEITO
POKOT CENTRAL,POKOT SOUTH,PARUA,CHEPOKORIONG
POKOT CENTRAL,SIGOR,MWINO,KARAPOGH
POKOT CENTRAL,POKOT SOUTH,BATEI,MORPUS
POKOT CENTRAL,SIGOR,MOSOP,MARUS
POKOT CENTRAL,SIGOR,PARKOU,PAREK
POKOT CENTRAL,POKOT SOUTH,CHEPKOPEGH,CHEPKOPEGH
POKOT CENTRAL,SIGOR,MASOL,AKIRIAMET
POKOT CENTRAL,SIGOR,MWINO,SOLION
POKOT CENTRAL,POKOT SOUTH,BATEI,ORTUM
POKOT CENTRAL,SIGOR,SEKERR,MBARA
POKOT CENTRAL,SIGOR,MWINO,PTALAM
POKOT CENTRAL,POKOT SOUTH,YWALATEKE,MONGORION
POKOT CENTRAL,POKOT SOUTH,SONDANY,NYARPAT
POKOT CENTRAL,POKOT SOUTH,KAPYOGEN,CHEPKONO
POKOT CENTRAL,SIGOR,LOMUT,TOGHOMO
POKOT CENTRAL,SIGOR,SEKERR,SOSTIN
POKOT CENTRAL,SIGOR,CHEPKOKOGH,PTIRAP
POKOT CENTRAL,POKOT SOUTH,SONDANY,KALE
POKOT CENTRAL,SIGOR,MASOL,AMOLEM
POKOT CENTRAL,POKOT SOUTH,KIPKOMO,KOSULOL
POKOT CENTRAL,POKOT SOUTH,KIPKOMO,TAMPALAL
POKOT CENTRAL,SIGOR,LOMUT,PTIASIS
POKOT CENTRAL,SIGOR,KOPRO,WAKORR
POKOT CENTRAL,SIGOR,SEKEROT,NYANGAITA
POKOT CENTRAL,POKOT SOUTH,KAPYOGEN,SIMOTWO
POKOT CENTRAL,POKOT SOUTH,TAPACH,TAPACH
POKOT CENTRAL,POKOT SOUTH,PARUA,PARUA
POKOT CENTRAL,SIGOR,MOSOP,KOKWOPTORIR
POKOT CENTRAL,SIGOR,SEKERR,ORWA
POKOT CENTRAL,SIGOR,WEI-WEI,PTOKOU
POKOT CENTRAL,POKOT SOUTH,YWALATEKE,KAPCHEMOGEN
POKOT CENTRAL,SIGOR,SEKEROT,CHEPSERUM
POKOT CENTRAL,SIGOR,PARKOU,NASOLOT
POKOT CENTRAL,POKOT SOUTH,YWALATEKE,PROPOI
POKOT CENTRAL,POKOT SOUTH,KAPTABUK,MESHAU
POKOT CENTRAL,SIGOR,MWINO,KITOYO
POKOT CENTRAL,POKOT SOUTH,SONDANY,NYARKULIAN
POKOT CENTRAL,POKOT SOUTH,CHEBON,SINNA
POKOT CENTRAL,POKOT SOUTH,KAPTABUK,KAPTABUK
POKOT CENTRAL,SIGOR,MOSOP,KAPATET
POKOT CENTRAL,POKOT SOUTH,LELAN,MBAYAI
POKOT CENTRAL,POKOT SOUTH,PARUA,SEBIT
POKOT CENTRAL,SIGOR,MOSOP,PKOPOGH
POKOT CENTRAL,POKOT SOUTH,SENETWO,SLA
POKOT CENTRAL,SIGOR,CHEPKOKOGH,SUKUK
POKOT CENTRAL,POKOT SOUTH,BATEI,KERELWA
POKOT CENTRAL,SIGOR,CHEPTULEL,KOKWOSITOT
POKOT CENTRAL,POKOT SOUTH,CHEPKOPEGH,CHESRA
POKOT CENTRAL,POKOT SOUTH,KAPTABUK,KAPSANGAR
POKOT CENTRAL,POKOT SOUTH,YWALATEKE,YWALATEKE
POKOT CENTRAL,SIGOR,CHEPTULEL,NYARPORTWO
POKOT CENTRAL,POKOT SOUTH,CHEBON,TANGASIA
POKOT CENTRAL,POKOT SOUTH,LELAN,CHESUBET
POKOT CENTRAL,POKOT SOUTH,KAPTABUK,MOKOYON
POKOT CENTRAL,SIGOR,CHEPKOKOGH,ANNET
POKOT CENTRAL,POKOT SOUTH,SENETWO,SENETWO
POKOT CENTRAL,POKOT SOUTH,SENETWO,CHEPTURGUNY
POKOT CENTRAL,POKOT SOUTH,LELAN,KAPKANYAR
POKOT CENTRAL,SIGOR,WEI-WEI,TAKAR
POKOT CENTRAL,POKOT SOUTH,KAPYOGEN,TONOYON
POKOT CENTRAL,POKOT SOUTH,TAPACH,KOKWOPSIS
POKOT CENTRAL,SIGOR,KOPRO,YAW YAW
POKOT CENTRAL,SIGOR,KOPRO,SOKA
POKOT CENTRAL,POKOT SOUTH,SENETWO,KORELLACH
POKOT CENTRAL,POKOT SOUTH,BATEI,SOBUKWO
POKOT CENTRAL,POKOT SOUTH,KAPTABUK,CHEPARTEN
POKOT CENTRAL,POKOT SOUTH,CHEBON,CHEBON
POKOT CENTRAL,SIGOR,LOMUT,MOGHO
POKOT CENTRAL,POKOT SOUTH,TAPACH,KAMELEI
POKOT CENTRAL,SIGOR,SEKEROT,AMALER
POKOT NORTH,KACHELIBA,LOKITONYALA,LOKITONYALA
POKOT NORTH,KACHELIBA,KAPCHOK,KONYAO
POKOT NORTH,KACHELIBA,ALALE,AMUKURAIAT
POKOT NORTH,KACHELIBA,KIWAWA,KIWAWA
POKOT NORTH,KACHELIBA,ALALE,ALALE
POKOT NORTH,KACHELIBA,LOKITONYALA,NAUYAPONG
POKOT NORTH,KACHELIBA,SUAM,KACHELIBA
POKOT NORTH,KACHELIBA,KOPULIO,KANYERUS
POKOT NORTH,KACHELIBA,KASEI,KAMKETO
POKOT NORTH,KACHELIBA,KASES,KASES
POKOT NORTH,KACHELIBA,KODICH,KODICH
POKOT NORTH,KACHELIBA,KORPU,SIRWACH
POKOT NORTH,KACHELIBA,LOKICHAR,LOKICHAR
POKOT NORTH,KACHELIBA,KASEI,KASEI
POKOT NORTH,KACHELIBA,KODICH,CHERENGAN
POKOT NORTH,KACHELIBA,LOKICHAR,OROLWO
POKOT NORTH,KACHELIBA,KODICH,KARAMERI
POKOT NORTH,KACHELIBA,KASES,PCHOLIO
POKOT NORTH,KACHELIBA,LOKITONYALA,SASAK
POKOT NORTH,KACHELIBA,SUAM,NGENGECHWO
POKOT NORTH,KACHELIBA,KOPULIO,KOPULIO
POKOT NORTH,KACHELIBA,KOPULIO,NAKUYEN
POKOT NORTH,KACHELIBA,KASES,KAMUNAI
POKOT NORTH,KACHELIBA,ALALE,NARUORO
POKOT NORTH,KACHELIBA,KAPCHOK,KAPYEN
POKOT NORTH,KACHELIBA,KIWAWA,KAURIONG
POKOT NORTH,KACHELIBA,LOPET,MBARU
POKOT NORTH,KACHELIBA,SUAM,KARON
POKOT NORTH,KACHELIBA,KORPU,KORPU
POKOT NORTH,KACHELIBA,AKORET,KOLA
POKOT NORTH,KACHELIBA,CHEMORONGIT,LORUSUK
POKOT NORTH,KACHELIBA,KAPTOLOMWO,KAPTOLOMWO
POKOT NORTH,KACHELIBA,KALAPATA,KALAPATA
POKOT NORTH,KACHELIBA,LOPET,LOPET
POKOT NORTH,KACHELIBA,KASEI,KOROKOU
POKOT NORTH,KACHELIBA,KIWAWA,CHELOPOI
POKOT NORTH,KACHELIBA,KORPU,KACHAWA
POKOT NORTH,KACHELIBA,LOKICHAR,KALEMNGOROK
POKOT NORTH,KACHELIBA,LOPET,CHEPROPOGH
POKOT NORTH,KACHELIBA,KAPTOLOMWO,KAMUNONO
POKOT NORTH,KACHELIBA,KALAPATA,MEKUYO
RACHUONYO,KARACHUONYO,NORTH EAST KARACHUONYO,MAJIERI KONYANGO
RACHUONYO,KARACHUONYO,NORTH KARACHUONYO,LOWER KAKWAJUOK
RACHUONYO,KABONDO KASIPUL,KOWUOR,MIRIU
RACHUONYO,KARACHUONYO,NORTH EAST KARACHUONYO,KONYANGO
RACHUONYO,KARACHUONYO,CENTRAL KARACH,KOGWENO KAWUOR WEST
RACHUONYO,KARACHUONYO,KANYALUO EAST,KOWUOR EAST
RACHUONYO,KARACHUONYO,NORTH KARACHUONYO,KANYADHIANG
RACHUONYO,KARACHUONYO,KAMSER NYAKONG,KAMSER 'B'
RACHUONYO,KARACHUONYO,KAKDHIMU WEST,KAYOO WEST
RACHUONYO,KASIPUL,EAST KAMAGAK,KACHIENG
RACHUONYO,KABONDO KASIPUL,KOKWANYO,KOKWANYO EAST
RACHUONYO,KARACHUONYO,KANYALUO SOUTH,KAMENYA NORTH
RACHUONYO,KASIPUL,EAST KAMAGAK,SINO KAGOLA
RACHUONYO,KARACHUONYO,NORTH EAST KARACHUONYO,KOTIENO GUMBA
RACHUONYO,KABONDO KASIPUL,KOJWACH,KOJWACH KAWERE
RACHUONYO,KABONDO KASIPUL,KASEWE,KASEWE 'A'
RACHUONYO,KARACHUONYO,KANJIRA,KOKIDI
RACHUONYO,KARACHUONYO,KAKDHIMU EAST,KAWITI
RACHUONYO,KARACHUONYO,KAKOKO KATENG,KOKOKO A
RACHUONYO,KARACHUONYO,KAWADHGONE NYONGO,KAWADHGONE
RACHUONYO,KARACHUONYO,RAMBIRA,KAGWA
RACHUONYO,KARACHUONYO,KOGWENO ORIANG,KOGWENO ORIANG WEST
RACHUONYO,KARACHUONYO,KANYALUO WEST,KOBILA
RACHUONYO,KABONDO KASIPUL,WANG'CHIENG,RONGO PALA
RACHUONYO,KARACHUONYO,KOGWENO ORIANG,KOGWENO ORIANG EAST
RACHUONYO,KARACHUONYO,KAMSER NYAKONG,KAMSER 'A'
RACHUONYO,KARACHUONYO,WANG'CHIENG,KOBALA
RACHUONYO,KABONDO KASIPUL,KASEWE,KASEWE 'B'
RACHUONYO,KARACHUONYO,KOBUYA,KOBUYA EAST
RACHUONYO,KARACHUONYO,KAKOTH KATAA,KAKOTH 'B'
RACHUONYO,KASIPUL,NORTH KAMAGAK,KAWERE WEST
RACHUONYO,KARACHUONYO,KANAM 'B',RABUOR
RACHUONYO,KABONDO KASIPUL,KOKWANYO,KOKWANYO WEST
RACHUONYO,KARACHUONYO,KOYUGI,KATONDE
RACHUONYO,KARACHUONYO,KANAM 'A',KOWOUR'
RACHUONYO,KASIPUL,KONUONGA,KOTIENO KONUONGA
RACHUONYO,KASIPUL,KACHIEN,NORTH KACHIEN
RACHUONYO,KASIPUL,NORTH KAMAGAK,NYALENDA
RACHUONYO,KARACHUONYO,RAMBIRA,KAMSER SEKA
RACHUONYO,KARACHUONYO,WANG'CHIENG,KAJIEI
RACHUONYO,KABONDO KASIPUL,KAKELO,KAKELO KAMROTH
RACHUONYO,KARACHUONYO,KOBIERO,SOUTH WAGWE
RACHUONYO,KASIPUL,KAMAGAK WEST,OBISA
RACHUONYO,KABONDO KASIPUL,RAMBA,KODUMO WEST
RACHUONYO,KARACHUONYO,KAKDHIMU WEST,KAYOO EAST
RACHUONYO,KABONDO KASIPUL,KODHOCH WEST,LOWER KODHOCH
RACHUONYO,KABONDO KASIPUL,KAKELO,KAKELO DUDI
RACHUONYO,KARACHUONYO,RAMBIRA,KARABONDI
RACHUONYO,KARACHUONYO,KANJIRA,KADIK
RACHUONYO,KARACHUONYO,KANAM 'B',KANYANGO'
RACHUONYO,KARACHUONYO,KANYALUO WEST,KOMWOYO
RACHUONYO,KASIPUL,KOWIDI,KANYANGO
RACHUONYO,KARACHUONYO,KAKOTH KATAA,KODEDO
RACHUONYO,KABONDO KASIPUL,KOWUOR,KODHOCH EAST
RACHUONYO,KARACHUONYO,KANAM 'A',KOGUTA'
RACHUONYO,KARACHUONYO,WANG'CHIENG,KAMWALA
RACHUONYO,KARACHUONYO,WANG'CHIENG,KOGWENO \ RAKWARO
RACHUONYO,KASIPUL,KODERA,KADEL KAMIDIGO
RACHUONYO,KASIPUL,KODERA,KARABACH
RACHUONYO,KARACHUONYO,KOBIERO,WAGWE NORTH
RACHUONYO,KARACHUONYO,KANYIPIR,KODERO
RACHUONYO,KASIPUL,KODERA,KAMIYAWA
RACHUONYO,KARACHUONYO,KOYUGI,KOJWANG
RACHUONYO,KARACHUONYO,KANYALUO EAST,KOWUOR WEST
RACHUONYO,KARACHUONYO,KAKOKO KATENG,KOYUMBRE
RACHUONYO,KARACHUONYO,KOYUGI,OUKO ONDEGE I
RACHUONYO,KARACHUONYO,KOBUYA,KOBUYA WEST
RACHUONYO,KARACHUONYO,KOYUGI,KAMUGA
RACHUONYO,KASIPUL,KONUONGA,KOCHICH
RACHUONYO,KARACHUONYO,NORTH KARACHUONYO,UPPER KAKWAJUOK
RACHUONYO,KARACHUONYO,KANJIRA,KAMWANIA
RACHUONYO,KARACHUONYO,KANJIRA,KOCHOLA
RACHUONYO,KARACHUONYO,KANYALUO SOUTH,KAMENYA SOUTH
RACHUONYO,KARACHUONYO,KAKDHIMU EAST,KALWAL
RACHUONYO,KABONDO KASIPUL,RAMBA,KAKANGUTU WEST
RACHUONYO,KARACHUONYO,CENTRAL KARACH,KOGEMBO
RACHUONYO,KARACHUONYO,KAWADHGONE NYONGO,KANYONGO
RACHUONYO,KARACHUONYO,KAMSER NYAKONG,KODONDI
RACHUONYO,KASIPUL,NORTH KAMAGAK,KAWERE  EAST
RACHUONYO,KABONDO KASIPUL,KOWUOR,KOWIDI
RACHUONYO,KABONDO KASIPUL,WANG'CHIENG,EAST KAKANGUTU
RACHUONYO,KASIPUL,KOKECH,KAWINO
RACHUONYO,KABONDO KASIPUL,ATELA,KODUMO EAST
RACHUONYO,KABONDO KASIPUL,KOJWACH,KOJWACH KAMIORO
RACHUONYO,KASIPUL,KOKECH,KASIMBA
RACHUONYO,KARACHUONYO,KANYIPIR,KOWILI
RACHUONYO,KABONDO KASIPUL,KODHOCH WEST,UPPER KODHOCH
RACHUONYO,KARACHUONYO,KAKDHIMU EAST,KAMUGA
RACHUONYO,KASIPUL,KAMAGAK WEST,KAMUMA
RACHUONYO,KARACHUONYO,KANYALUO SOUTH,CENTRAL KAMENYA
RACHUONYO,KARACHUONYO,KANAM 'A',KANYADENDA
RACHUONYO,KABONDO KASIPUL,KOJWACH,KOJWACH KAMUGA
RACHUONYO,KABONDO KASIPUL,RAMULA,KAKUMU
RACHUONYO,KABONDO KASIPUL,RAMBA,KILUSI
RACHUONYO,KARACHUONYO,KAKDHIMU WEST,KAYOO CENTRAL
RACHUONYO,KASIPUL,KOWIDI,KOKAL
RACHUONYO,KASIPUL,KACHIEN,SOUTH KACHIEN
RARIEDA,RARIEDA,EAST ASEMBO,OMIA DIERE
